Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Citroen,C4,2014,134388,2017-09-22,Diesel,Manuelle,130,Euro 4,Blanc,Break,Italie,24000,14421.0
Nissan,Qashqai,2018,131116,2020-09-18,Hybride,Manuelle,90,Euro 1,Bleu,Crossover,Italie,34700,26634.0
Kia,Niro,2009,149498,2010-12-29,Gaz,Automatique,130,Euro 3,Bleu,Berline,Espagne,39811,18290.51
Renault,Captur,2010,23055,2011-11-13,Gaz,Automatique,150,Euro 4,Gris,SUV,Japon,28000,18480.0
Volkswagen,Golf,2019,73653,2019-01-18,Diesel,Manuelle,200,Euro 5,Gris,Crossover,France,25000,21060.0
Volkswagen,Golf,2016,153431,2016-02-12,Essence,Manuelle,130,Euro 5,Gris,Break,France,25000,15433.0
Citroen,C5 Aircross,2008,26970,2008-01-24,Essence,Manuelle,110,Euro 3,Noir,Break,Japon,35000,17550.0
Dacia,Sandero,2008,208525,2008-10-20,Essence,Automatique,150,Euro 3,Rouge,SUV,France,15900,5888.0
BMW,Serie 3,2023,99428,2023-04-21,Hybride,Manuelle,110,Euro 1,Bleu,Monospace,USA,45000,43208.0
Audi,A6,2011,136392,2011-10-12,Essence,Automatique,200,Euro 4,Blanc,Crossover,France,72000,36000.0
Kia,Sportage,2007,124351,2008-05-18,Gaz,Manuelle,110,Euro 3,Blanc,Berline,Japon,48039,18736.43
Porsche,911 GT3,2016,50807,2017-08-11,Essence,Automatique,90,Euro 5,Blanc,Crossover,Espagne,212200,152011.0
Mercedes,Classe A,2019,46271,2020-11-12,Essence,Manuelle,130,Euro 5,Gris,Break,Italie,38000,31023.0
Kia,Sportage,2016,70012,2016-01-31,Diesel,Automatique,150,Euro 5,Gris,Monospace,Allemagne,48039,35561.91
Dacia,Spring,2024,196350,2026-07-17,Essence,Manuelle,130,Euro 6,Bleu,Monospace,USA,22000,18063.0
BMW,X5,2013,104755,2016-02-07,Hybride,Automatique,110,Euro 1,Noir,SUV,France,80000,49077.0
Dacia,Sandero,2015,28871,2015-10-28,Hybride,Manuelle,110,Euro 1,Gris,Break,Italie,15900,14200.0
Toyota,Hilux,2010,110308,2012-07-02,Gaz,Automatique,150,Euro 4,Gris,Monospace,Italie,45000,23500.0
Renault,Megane,2014,235103,2017-03-03,Gaz,Manuelle,110,Euro 4,Rouge,SUV,France,25000,12972.0
Renault,Megane,2017,119263,2019-07-19,Essence,Manuelle,130,Euro 5,Bleu,SUV,Espagne,25000,17204.0
Dacia,Bigster,2016,16637,2018-04-19,Gaz,Manuelle,90,Euro 5,Rouge,Break,France,25000,20550.0
Nissan,X-Trail,2015,75688,2017-12-18,Essence,Manuelle,150,Euro 5,Blanc,SUV,Italie,43800,29238.0
Renault,Megane,2022,169762,2022-03-08,Gaz,Manuelle,200,Euro 6,Bleu,Monospace,Italie,25000,22230.0
Porsche,911 GT3,2009,94039,2012-04-14,Hybride,Automatique,150,Euro 1,Noir,Monospace,USA,212200,100602.0
Volkswagen,Passat,2014,22438,2014-02-09,Diesel,Automatique,130,Euro 4,Blanc,Break,Espagne,36000,26724.0
Tesla,Model S,2020,220666,2021-12-17,Electrique,Manuelle,110,Euro 1,Gris,Berline,Allemagne,95000,66726.0
Peugeot,5008,2019,227094,2020-11-11,Electrique,Manuelle,200,Euro 1,Rouge,Monospace,Japon,42000,30870.0
Hyundai,i30,2011,49585,2013-10-20,Diesel,Automatique,130,Euro 4,Noir,Crossover,Japon,22000,14421.0
Citroen,C5 X,2020,25854,2022-11-14,Essence,Automatique,110,Euro 6,Blanc,Monospace,USA,36700,33368.0
Renault,Talisman,2020,91359,2020-08-20,Hybride,Automatique,150,Euro 1,Blanc,SUV,Japon,40000,36735.0
BMW,Serie 1,2012,142725,2014-09-12,Diesel,Manuelle,150,Euro 4,Gris,Berline,USA,35000,18250.0
BMW,Serie 1,2023,136006,2024-09-03,Diesel,Manuelle,90,Euro 6,Bleu,Berline,Italie,35000,30156.0
Peugeot,5008,2012,17167,2012-01-03,Diesel,Manuelle,130,Euro 4,Bleu,Crossover,France,42000,27279.0
Kia,EV6,2019,241746,2020-05-20,Hybride,Manuelle,200,Euro 1,Rouge,Berline,Allemagne,64607,42460.27
Ford,Mustang,2021,87904,2024-01-14,Essence,Manuelle,110,Euro 6,Noir,Berline,France,59300,49302.0
Renault,Clio,2016,134697,2017-02-06,Diesel,Automatique,90,Euro 5,Bleu,Monospace,USA,17000,12537.0
Peugeot,208,2015,248996,2015-12-09,Hybride,Automatique,150,Euro 1,Gris,Crossover,France,18000,12005.0
Renault,Megane,2016,200767,2018-07-16,Essence,Automatique,130,Euro 5,Noir,SUV,France,25000,15288.0
Hyundai,i20,2017,207169,2017-12-10,Gaz,Manuelle,150,Euro 5,Gris,Berline,USA,19500,13275.0
Tesla,Model S,2007,245897,2008-01-26,Electrique,Manuelle,130,Euro 1,Noir,Crossover,Allemagne,95000,25325.0
Audi,A3,2020,100060,2023-09-08,Electrique,Manuelle,90,Euro 1,Rouge,Crossover,France,34000,31122.0
Toyota,Corolla,2009,45822,2012-04-25,Essence,Automatique,200,Euro 3,Noir,SUV,USA,28000,15810.0
Citroen,C3 Berlin,2009,130745,2009-05-19,Diesel,Manuelle,150,Euro 3,Bleu,SUV,France,21800,9786.0
Dacia,Sandero,2009,74315,2011-10-07,Essence,Automatique,90,Euro 3,Noir,Monospace,France,15900,8544.0
Volkswagen,Tiguan,2021,137102,2021-03-04,Hybride,Automatique,110,Euro 1,Bleu,Berline,Espagne,40000,35958.0
Dacia,Sandero,2018,225275,2018-04-05,Electrique,Automatique,130,Euro 1,Rouge,Berline,Espagne,15900,14520.0
Porsche,911 Turbo,2022,207068,2025-05-01,Essence,Manuelle,150,Euro 6,Noir,SUV,USA,217386,161235.64
Toyota,RAV4,2008,42079,2008-05-26,Essence,Manuelle,110,Euro 3,Blanc,Berline,USA,37000,17808.0
Citroen,C5 Aircross,2015,249748,2017-01-22,Hybride,Manuelle,150,Euro 1,Noir,Monospace,Allemagne,35000,19355.0
Citroen,C4,2006,54011,2008-12-18,Diesel,Manuelle,90,Euro 3,Gris,Berline,Allemagne,24000,10209.0
Citroen,C4,2005,230095,2005-11-24,Diesel,Manuelle,110,Euro 3,Gris,Break,Japon,24000,5020.0
BMW,X5,2019,144548,2021-01-06,Diesel,Manuelle,150,Euro 5,Rouge,SUV,Espagne,80000,57865.0
Nissan,Leaf,2017,77736,2020-09-02,Hybride,Manuelle,130,Euro 1,Blanc,Break,Italie,33000,26856.0
Peugeot,208,2016,236530,2016-09-03,Diesel,Automatique,150,Euro 5,Rouge,SUV,Japon,18000,11395.0
Nissan,Ariya,2010,162495,2011-05-17,Gaz,Automatique,130,Euro 4,Noir,Break,USA,39300,18522.0
Peugeot,5008,2005,140744,2008-02-26,Gaz,Manuelle,130,Euro 3,Noir,Monospace,Italie,42000,12992.0
Nissan,Qashqai,2007,160664,2010-01-20,Gaz,Automatique,110,Euro 3,Noir,SUV,Japon,34700,12969.0
Tesla,Model 3,2018,21996,2019-09-01,Electrique,Manuelle,90,Euro 1,Blanc,Break,USA,45000,40720.0
Peugeot,5008,2019,52390,2022-02-19,Essence,Manuelle,150,Euro 5,Gris,Crossover,Espagne,42000,34000.0
Volkswagen,Arteon,2019,158586,2020-05-27,Electrique,Automatique,90,Euro 1,Blanc,Monospace,Allemagne,48000,39130.0
Hyundai,i30,2009,22363,2009-11-05,Essence,Manuelle,90,Euro 3,Noir,Monospace,USA,22000,11607.0
Peugeot,3008,2007,61079,2009-05-22,Diesel,Automatique,130,Euro 3,Blanc,Crossover,Allemagne,35000,16469.0
Citroen,C5 Aircross,2019,18477,2021-03-15,Diesel,Manuelle,200,Euro 5,Noir,Break,Espagne,35000,31080.0
Mercedes,Classe A,2018,78973,2020-05-25,Electrique,Manuelle,90,Euro 1,Noir,Crossover,Allemagne,38000,32925.0
Toyota,Corolla,2015,116733,2015-02-16,Gaz,Manuelle,90,Euro 5,Noir,Monospace,Japon,28000,18848.0
Peugeot,5008,2011,17143,2012-08-14,Hybride,Automatique,130,Euro 1,Rouge,Crossover,France,42000,28980.0
Audi,A3,2019,244541,2019-04-06,Diesel,Manuelle,150,Euro 5,Noir,Monospace,France,34000,21655.0
Toyota,Corolla,2010,218932,2011-01-14,Hybride,Automatique,200,Euro 1,Bleu,SUV,USA,28000,12950.0
Toyota,RAV4,2017,47502,2018-07-02,Diesel,Automatique,110,Euro 5,Bleu,Monospace,USA,37000,30075.0
Renault,Clio,2016,27729,2016-09-10,Gaz,Automatique,90,Euro 5,Gris,SUV,France,17000,15836.0
Peugeot,208,2023,134943,2023-07-26,Diesel,Automatique,90,Euro 6,Gris,Break,France,18000,17556.0
Renault,Captur,2015,248947,2016-12-08,Diesel,Manuelle,130,Euro 5,Blanc,Berline,Espagne,28000,14357.0
Peugeot,208,2022,12719,2022-11-17,Diesel,Automatique,130,Euro 6,Gris,Berline,Italie,18000,19809.0
Tesla,Model 3,2006,13231,2008-10-09,Electrique,Automatique,130,Euro 1,Noir,Berline,France,45000,23985.0
Porsche,911 Turbo,2015,233990,2015-07-27,Essence,Automatique,90,Euro 5,Noir,Monospace,Italie,217386,109643.0
Renault,Clio,2022,75567,2025-12-08,Essence,Manuelle,150,Euro 6,Rouge,SUV,USA,17000,15225.0
Porsche,911 Turbo,2012,79296,2014-08-29,Hybride,Manuelle,110,Euro 1,Bleu,Berline,USA,217386,126247.02
Hyundai,i20,2010,221957,2013-04-26,Diesel,Automatique,130,Euro 4,Rouge,Crossover,Italie,19500,8208.0
Ford,Bronco,2019,191197,2019-01-13,Essence,Manuelle,150,Euro 5,Gris,Berline,France,76500,50820.0
Porsche,Taycan 4 Cross Turismmo,2016,156855,2017-09-27,Hybride,Manuelle,110,Euro 1,Gris,Crossover,Espagne,117450,74145.5
Tesla,Model X,2012,207489,2012-05-14,Electrique,Automatique,90,Euro 1,Gris,SUV,Italie,120000,56276.0
Audi,A3,2005,10792,2008-05-26,Gaz,Manuelle,130,Euro 3,Rouge,SUV,Allemagne,34000,15456.0
BMW,Serie 1,2005,115773,2007-01-22,Diesel,Manuelle,130,Euro 3,Gris,Break,Allemagne,35000,11616.0
Nissan,X-Trail,2008,38358,2009-07-18,Essence,Manuelle,200,Euro 3,Noir,Monospace,USA,43800,21952.0
Kia,Sportage,2014,112222,2015-08-27,Diesel,Manuelle,110,Euro 4,Blanc,SUV,USA,48039,28992.01
Dacia,Spring,2023,120599,2025-08-28,Hybride,Manuelle,200,Euro 1,Rouge,SUV,France,22000,22950.0
Audi,A4,2011,10235,2012-05-10,Gaz,Automatique,150,Euro 4,Bleu,Monospace,Espagne,48000,31800.0
Audi,A6,2019,239628,2019-04-17,Electrique,Automatique,90,Euro 1,Gris,Crossover,France,72000,49538.0
Nissan,X-Trail,2023,39665,2024-12-12,Hybride,Automatique,110,Euro 1,Rouge,Break,Espagne,43800,46906.0
Porsche,Carrera 4 GTS Cabriolet,2009,39447,2011-02-05,Essence,Automatique,200,Euro 3,Bleu,Monospace,Allemagne,197400,104208.0
Peugeot,5008,2006,66009,2006-08-12,Diesel,Automatique,90,Euro 3,Rouge,Berline,Japon,42000,17960.0
Porsche,Taycan 4 Cross Turismmo,2010,197827,2010-12-24,Hybride,Manuelle,110,Euro 1,Bleu,Monospace,Italie,117450,47404.5
Volkswagen,Golf,2014,213970,2017-02-08,Gaz,Manuelle,110,Euro 4,Noir,Monospace,USA,25000,13524.0
BMW,X5,2016,21910,2018-12-27,Gaz,Automatique,130,Euro 5,Gris,Berline,Italie,80000,62752.0
Porsche,Carrera 4 GTS Cabriolet,2021,83648,2022-01-24,Hybride,Manuelle,90,Euro 1,Bleu,Crossover,USA,197400,167079.0
Volkswagen,Golf,2013,207163,2016-01-26,Gaz,Automatique,110,Euro 4,Bleu,Berline,Japon,25000,13912.0
Tesla,Model X,2022,73186,2023-03-30,Electrique,Automatique,150,Euro 1,Gris,Berline,USA,120000,111795.0
Peugeot,208,2022,229264,2023-04-25,Diesel,Automatique,110,Euro 6,Gris,Monospace,Japon,18000,15192.0
BMW,Serie 3,2021,67101,2022-08-07,Essence,Automatique,150,Euro 6,Rouge,SUV,Espagne,45000,40375.0
Citroen,C3 Berlin,2015,212147,2015-02-28,Hybride,Automatique,90,Euro 1,Gris,SUV,Allemagne,21800,14404.0
Renault,Megane,2013,88870,2014-06-04,Hybride,Manuelle,130,Euro 1,Noir,Break,Italie,25000,17287.0
Mercedes,GLC,2007,128246,2010-01-13,Essence,Automatique,90,Euro 3,Blanc,Berline,Espagne,85000,32153.0
Mercedes,Classe E,2023,215717,2024-12-30,Gaz,Manuelle,200,Euro 6,Rouge,SUV,USA,75000,59660.0
Hyundai,i30,2024,249812,2026-12-05,Gaz,Manuelle,110,Euro 6,Noir,Berline,Italie,22000,18696.0
Mercedes,Classe A,2022,50413,2023-06-08,Diesel,Manuelle,110,Euro 6,Blanc,Break,USA,38000,34799.0
Peugeot,3008,2013,241187,2016-08-12,Essence,Automatique,200,Euro 4,Gris,Crossover,USA,35000,16340.0
Hyundai,Tucson,2023,232060,2026-06-25,Hybride,Automatique,110,Euro 1,Rouge,Monospace,Japon,35000,30414.0
Nissan,Qashqai,2018,47211,2019-08-05,Diesel,Manuelle,200,Euro 5,Rouge,Break,France,34700,28626.0
Volkswagen,Arteon,2021,31996,2022-11-03,Hybride,Manuelle,130,Euro 1,Noir,Break,France,48000,46024.0
Tesla,Model S,2007,161357,2009-09-12,Electrique,Automatique,90,Euro 1,Bleu,Berline,Japon,95000,33957.0
Renault,Megane,2005,131644,2005-12-31,Diesel,Manuelle,110,Euro 3,Blanc,SUV,Japon,25000,7830.0
Volkswagen,Passat,2016,171515,2018-08-27,Essence,Automatique,90,Euro 5,Rouge,Break,USA,36000,22361.0
Porsche,911 Turbo,2006,234071,2009-01-29,Hybride,Manuelle,130,Euro 1,Noir,Monospace,Espagne,217386,50987.78
Peugeot,3008,2008,144970,2010-03-30,Diesel,Automatique,200,Euro 3,Gris,Crossover,Japon,35000,14820.0
Citroen,C3 Berlin,2013,237960,2016-08-03,Gaz,Manuelle,110,Euro 4,Noir,Crossover,Japon,21800,10736.0
Audi,A4,2017,68600,2020-06-16,Diesel,Automatique,150,Euro 5,Rouge,Monospace,Japon,48000,37595.0
Mercedes,Classe E,2009,239818,2011-09-02,Gaz,Automatique,130,Euro 3,Bleu,Monospace,Allemagne,75000,25536.0
Audi,Q5,2012,16312,2015-06-15,Hybride,Automatique,130,Euro 1,Rouge,Monospace,Italie,65000,44919.0
Nissan,X-Trail,2005,165129,2007-07-03,Diesel,Manuelle,200,Euro 3,Gris,Crossover,USA,43800,12366.0
Audi,A3,2008,90368,2008-05-10,Diesel,Manuelle,200,Euro 3,Rouge,Berline,Allemagne,34000,15480.0
Audi,A6,2021,168093,2024-03-15,Gaz,Automatique,110,Euro 6,Noir,Break,Japon,72000,57450.0
Nissan,Ariya,2018,246233,2020-01-04,Gaz,Manuelle,130,Euro 5,Noir,SUV,France,39300,24418.0
Audi,A3,2017,47346,2018-08-22,Essence,Manuelle,90,Euro 5,Bleu,Crossover,Espagne,34000,25425.0
Audi,Q5,2013,127650,2015-03-28,Hybride,Automatique,200,Euro 1,Blanc,Break,France,65000,39600.0
Volkswagen,Passat,2010,108386,2011-10-02,Diesel,Manuelle,110,Euro 4,Rouge,Crossover,USA,36000,17808.0
Kia,Niro,2016,139655,2019-12-05,Essence,Manuelle,130,Euro 5,Rouge,Monospace,Allemagne,39811,25269.93
Dacia,Duster,2007,29973,2008-05-01,Essence,Manuelle,110,Euro 3,Rouge,Berline,USA,19900,9400.0
Tesla,Model 3,2009,221816,2012-02-20,Electrique,Manuelle,130,Euro 1,Gris,Break,Japon,45000,16929.0
Renault,Clio,2009,163677,2011-04-18,Essence,Manuelle,90,Euro 3,Gris,Berline,Allemagne,17000,6591.0
Nissan,Leaf,2005,194618,2005-06-22,Gaz,Automatique,150,Euro 3,Gris,Berline,Espagne,33000,9120.0
Dacia,Spring,2013,155527,2013-11-20,Diesel,Manuelle,200,Euro 4,Noir,Crossover,Italie,22000,12480.0
Citroen,C5 X,2008,176284,2009-04-14,Essence,Automatique,150,Euro 3,Noir,Break,USA,36700,13720.0
Hyundai,i30,2007,32258,2010-01-17,Essence,Manuelle,200,Euro 3,Gris,Berline,Italie,22000,10580.0
Kia,Sportage,2009,21229,2010-08-29,Gaz,Automatique,90,Euro 3,Bleu,Crossover,France,48039,27792.67
BMW,Serie 5,2018,158212,2019-02-22,Essence,Automatique,130,Euro 5,Rouge,Monospace,Japon,65000,45091.0
Dacia,Sandero,2017,152127,2019-01-12,Diesel,Automatique,130,Euro 5,Gris,SUV,USA,15900,12288.0
Citroen,C3 Berlin,2017,38603,2019-12-15,Gaz,Automatique,90,Euro 5,Rouge,Break,Italie,21800,19912.0
Porsche,911 Turbo,2017,147551,2020-05-05,Essence,Manuelle,90,Euro 5,Gris,Crossover,Italie,217386,141235.9
Hyundai,i30,2011,19302,2013-08-15,Hybride,Manuelle,110,Euro 1,Blanc,Crossover,France,22000,15660.0
Tesla,Model X,2017,72700,2019-11-10,Electrique,Automatique,110,Euro 1,Rouge,Monospace,Espagne,120000,92232.0
Nissan,Ariya,2019,198980,2021-01-19,Electrique,Manuelle,90,Euro 1,Blanc,SUV,Allemagne,39300,29832.0
Tesla,Model 3,2020,128901,2020-01-27,Electrique,Manuelle,110,Euro 1,Bleu,Break,Japon,45000,38836.0
Ford,Mustang,2017,162478,2017-12-28,Hybride,Manuelle,150,Euro 1,Blanc,Monospace,France,59300,40194.0
Audi,A6,2021,126484,2022-05-17,Hybride,Automatique,130,Euro 1,Rouge,Crossover,Japon,72000,61857.0
Tesla,Model X,2005,62235,2005-07-12,Electrique,Manuelle,110,Euro 1,Gris,Berline,Allemagne,120000,46657.0
Ford,Mustang,2021,215175,2023-04-07,Gaz,Automatique,150,Euro 6,Bleu,Break,Allemagne,59300,45010.0
Tesla,Model 3,2016,214833,2016-08-07,Electrique,Manuelle,90,Euro 1,Gris,Break,Allemagne,45000,27995.0
Kia,Proceed,2020,34594,2023-05-08,Diesel,Manuelle,150,Euro 6,Bleu,Monospace,Japon,33000,29325.0
Kia,Sportage,2018,105202,2021-04-20,Diesel,Automatique,150,Euro 5,Blanc,Crossover,Italie,48039,37108.08
Mercedes,Classe C,2016,182034,2017-09-16,Diesel,Manuelle,90,Euro 5,Noir,Crossover,France,55000,32422.0
Peugeot,308,2022,187035,2025-04-22,Diesel,Manuelle,110,Euro 6,Noir,Monospace,Italie,30000,23636.0
Mercedes,Classe E,2017,175389,2020-08-15,Gaz,Manuelle,130,Euro 5,Rouge,Monospace,USA,75000,48236.0
Renault,Talisman,2023,52703,2024-07-19,Diesel,Manuelle,90,Euro 6,Blanc,Crossover,Espagne,40000,37628.0
Tesla,Model S,2010,133061,2010-12-09,Electrique,Manuelle,90,Euro 1,Rouge,Break,France,95000,45405.0
Citroen,C5 X,2022,226611,2023-07-11,Electrique,Manuelle,200,Euro 1,Rouge,Crossover,Italie,36700,31464.0
Ford,Focus,2011,226616,2011-04-06,Hybride,Automatique,130,Euro 1,Rouge,Break,Allemagne,30550,14371.5
BMW,Serie 3,2016,184956,2018-06-07,Diesel,Automatique,200,Euro 5,Gris,Crossover,France,45000,28420.0
Tesla,Model X,2009,100644,2009-11-23,Electrique,Automatique,130,Euro 1,Gris,Berline,Italie,120000,57735.0
BMW,X5,2005,207472,2005-08-01,Diesel,Automatique,110,Euro 3,Rouge,Monospace,Espagne,80000,19113.0
Tesla,Model 3,2012,152438,2014-05-08,Electrique,Automatique,150,Euro 1,Bleu,Crossover,Japon,45000,26215.0
Peugeot,5008,2007,242096,2010-01-06,Essence,Automatique,200,Euro 3,Gris,Break,Allemagne,42000,11250.0
Toyota,Yaris,2023,30936,2023-12-15,Essence,Automatique,200,Euro 6,Gris,Crossover,France,19000,20680.0
Porsche,Carrera 4 GTS Cabriolet,2023,200524,2026-11-18,Hybride,Manuelle,130,Euro 1,Gris,Berline,USA,197400,155309.0
Tesla,Model S,2009,45583,2009-02-28,Electrique,Manuelle,130,Euro 1,Bleu,SUV,Japon,95000,51663.0
BMW,X5,2005,118866,2006-01-04,Gaz,Manuelle,130,Euro 3,Blanc,Monospace,Espagne,80000,26496.0
Audi,A6,2009,241913,2012-11-16,Diesel,Manuelle,90,Euro 3,Blanc,Monospace,Espagne,72000,22599.0
Kia,EV6,2011,50513,2011-08-23,Gaz,Automatique,150,Euro 4,Gris,SUV,Japon,64607,38979.92
Dacia,Sandero,2009,36522,2011-04-14,Gaz,Manuelle,110,Euro 3,Rouge,Monospace,France,15900,9620.0
Volkswagen,Tiguan,2017,150972,2018-04-25,Gaz,Automatique,200,Euro 5,Blanc,Crossover,Allemagne,40000,29120.0
BMW,Serie 3,2018,45403,2020-09-01,Electrique,Manuelle,130,Euro 1,Rouge,SUV,USA,45000,40014.0
Volkswagen,Arteon,2007,172859,2008-03-08,Essence,Manuelle,150,Euro 3,Blanc,Break,Japon,48000,15520.0
Citroen,C5 Aircross,2022,109636,2022-07-29,Diesel,Automatique,110,Euro 6,Blanc,Monospace,USA,35000,32004.0
Mercedes,Classe C,2008,97914,2011-05-12,Essence,Manuelle,200,Euro 3,Bleu,Break,Italie,55000,24080.0
Dacia,Duster,2016,46619,2018-10-17,Essence,Automatique,200,Euro 5,Rouge,SUV,Japon,19900,16488.0
Kia,Niro,2007,14697,2010-10-02,Gaz,Automatique,110,Euro 3,Blanc,Berline,France,39811,21317.28
Kia,EV6,2023,81407,2025-04-07,Diesel,Automatique,110,Euro 6,Gris,Crossover,Allemagne,64607,60259.23
Tesla,Model S,2009,97556,2011-10-15,Electrique,Manuelle,90,Euro 1,Bleu,Monospace,Italie,95000,46414.0
Nissan,Qashqai,2018,172518,2019-08-20,Gaz,Manuelle,150,Euro 5,Rouge,Monospace,Allemagne,34700,24505.0
Porsche,Carrera 4 GTS Cabriolet,2019,68482,2020-12-17,Hybride,Automatique,110,Euro 1,Noir,Crossover,USA,197400,160765.0
Kia,Sportage,2018,168980,2018-12-24,Diesel,Manuelle,110,Euro 5,Bleu,Monospace,France,48039,32431.74
Nissan,X-Trail,2011,211810,2014-07-05,Essence,Automatique,200,Euro 4,Blanc,Monospace,Espagne,43800,18720.0
Dacia,Spring,2018,174026,2021-10-31,Hybride,Manuelle,110,Euro 1,Bleu,Crossover,France,22000,16965.0
Nissan,Qashqai,2005,15845,2005-10-20,Diesel,Automatique,200,Euro 3,Gris,Break,Japon,34700,16254.0
Hyundai,Tucson,2010,185202,2010-09-05,Essence,Manuelle,200,Euro 4,Noir,Crossover,Japon,35000,14400.0
BMW,Serie 5,2014,33639,2017-08-04,Hybride,Automatique,130,Euro 1,Noir,Berline,Allemagne,65000,47771.0
Hyundai,i30,2019,210836,2021-04-10,Diesel,Manuelle,110,Euro 5,Blanc,Monospace,Italie,22000,14784.0
Toyota,Yaris,2008,127077,2008-09-25,Essence,Manuelle,200,Euro 3,Rouge,Monospace,Japon,19000,8000.0
Audi,A4,2016,129998,2016-12-24,Diesel,Automatique,150,Euro 5,Noir,SUV,USA,48000,32960.0
Peugeot,5008,2006,146465,2009-12-11,Essence,Manuelle,110,Euro 3,Rouge,Monospace,Espagne,42000,13472.0
Mercedes,Classe E,2013,241683,2015-10-02,Gaz,Manuelle,130,Euro 4,Blanc,Crossover,Japon,75000,33454.0
Volkswagen,Arteon,2007,180721,2009-08-28,Essence,Manuelle,150,Euro 3,Gris,Crossover,Allemagne,48000,15035.0
Porsche,911 Turbo,2013,87956,2016-02-28,Hybride,Automatique,150,Euro 1,Noir,Monospace,Allemagne,217386,132092.74
Hyundai,i30,2019,99400,2021-04-18,Gaz,Manuelle,150,Euro 5,Gris,SUV,Espagne,22000,19000.0
Toyota,RAV4,2019,82610,2021-12-09,Gaz,Manuelle,200,Euro 5,Rouge,Crossover,USA,37000,31185.0
Hyundai,i20,2010,204839,2013-02-26,Hybride,Automatique,200,Euro 1,Rouge,Break,USA,19500,10070.0
Porsche,911 Turbo,2015,200103,2017-01-14,Essence,Manuelle,200,Euro 5,Blanc,SUV,USA,217386,115744.58
Volkswagen,Tiguan,2018,150020,2021-07-23,Essence,Manuelle,150,Euro 5,Bleu,Monospace,Japon,40000,27135.0
Hyundai,i30,2012,117346,2013-10-23,Gaz,Automatique,90,Euro 4,Blanc,SUV,Allemagne,22000,13992.0
Renault,Megane,2016,12554,2017-11-30,Diesel,Manuelle,90,Euro 5,Rouge,Break,Japon,25000,19425.0
Nissan,X-Trail,2019,67983,2021-01-27,Electrique,Manuelle,130,Euro 1,Rouge,Break,USA,43800,39579.0
Renault,Megane,2005,154479,2005-05-11,Essence,Automatique,110,Euro 3,Bleu,Crossover,France,25000,7588.0
Citroen,C5 X,2022,130873,2022-10-22,Hybride,Manuelle,200,Euro 1,Blanc,Crossover,France,36700,33777.0
Citroen,C4,2006,124077,2008-06-19,Gaz,Automatique,90,Euro 3,Noir,Monospace,Japon,24000,9656.0
Volkswagen,Passat,2021,83536,2024-03-18,Electrique,Manuelle,90,Euro 1,Noir,SUV,Japon,36000,34777.0
Dacia,Sandero,2014,229873,2015-08-30,Hybride,Manuelle,130,Euro 1,Blanc,Break,Espagne,15900,9696.0
Ford,Focus,2021,174023,2022-08-02,Hybride,Manuelle,130,Euro 1,Noir,SUV,France,30550,25789.0
Dacia,Spring,2006,93071,2007-06-29,Gaz,Automatique,90,Euro 3,Blanc,Berline,Japon,22000,9768.0
Hyundai,i20,2008,107546,2011-04-21,Diesel,Manuelle,130,Euro 3,Bleu,SUV,Japon,19500,8736.0
Dacia,Spring,2015,246277,2015-10-01,Diesel,Automatique,130,Euro 5,Blanc,Crossover,Espagne,22000,12397.0
Citroen,C4,2015,144153,2017-04-27,Essence,Automatique,150,Euro 5,Rouge,Berline,Japon,24000,15635.0
Audi,A4,2006,159194,2006-02-27,Diesel,Manuelle,110,Euro 3,Rouge,Berline,Allemagne,48000,15221.0
BMW,Serie 1,2024,42485,2026-03-27,Diesel,Manuelle,110,Euro 6,Bleu,Crossover,USA,35000,34656.0
Toyota,Corolla,2008,95730,2009-10-14,Essence,Automatique,130,Euro 3,Blanc,Berline,France,28000,13029.0
Nissan,X-Trail,2015,217527,2018-02-15,Diesel,Automatique,110,Euro 5,Noir,Berline,USA,43800,24388.0
Volkswagen,Arteon,2008,221657,2008-04-13,Diesel,Automatique,90,Euro 3,Bleu,Berline,Allemagne,48000,15270.0
Citroen,C4,2024,10980,2026-08-19,Electrique,Manuelle,90,Euro 1,Rouge,Break,Espagne,24000,29601.0
Audi,A4,2009,218434,2012-09-11,Gaz,Manuelle,130,Euro 3,Rouge,SUV,Japon,48000,17272.0
Renault,Megane,2017,33957,2018-04-17,Hybride,Automatique,90,Euro 1,Blanc,Crossover,USA,25000,23484.0
Kia,Niro,2012,244577,2013-07-24,Essence,Manuelle,110,Euro 4,Rouge,Break,USA,39811,15964.4
Dacia,Spring,2011,206167,2014-12-30,Hybride,Automatique,110,Euro 1,Noir,Break,Espagne,22000,11521.0
Peugeot,3008,2018,107522,2019-03-26,Hybride,Automatique,200,Euro 1,Bleu,Monospace,Italie,35000,30240.0
Audi,Q5,2018,62935,2019-05-01,Essence,Automatique,200,Euro 5,Bleu,Monospace,USA,65000,51680.0
Volkswagen,Arteon,2018,48895,2020-08-19,Essence,Automatique,130,Euro 5,Blanc,Berline,Italie,48000,39234.0
Porsche,911 GT3,2005,199734,2006-08-13,Essence,Automatique,150,Euro 3,Bleu,SUV,Japon,212200,51528.0
